user_id,signup_date,cohort_month,variant,visited_site,added_to_cart,started_checkout,completed_purchase,revenue,month_1_active,month_2_active,month_3_active
U100029,2026-02-08,2026-02,control,1,1,1,0,0.0,1,1,1
U100030,2026-05-21,2026-05,treatment,1,1,0,0,0.0,1,1,1
U100031,2026-03-16,2026-03,control,1,0,0,0,0.0,0,0,0
U100032,2026-02-15,2026-02,treatment,1,0,0,0,0.0,0,0,0
U100033,2026-06-25,2026-06,treatment,1,0,0,0,0.0,1,1,1
U100034,2026-06-26,2026-06,treatment,1,0,0,0,0.0,1,1,1
U100035,2026-06-11,2026-06,treatment,1,1,0,0,0.0,0,0,0
U100036,2026-04-10,2026-04,control,1,0,0,0,0.0,1,1,1
U100037,2026-02-26,2026-02,treatment,1,0,0,0,0.0,0,0,0
U100038,2026-05-29,2026-05,treatment,1,0,0,0,0.0,1,1,1
U100039,2026-04-30,2026-04,control,1,1,0,0,0.0,0,0,0
U100040,2026-03-04,2026-03,treatment,1,0,0,0,0.0,1,1,1
U100041,2026-05-07,2026-05,control,1,0,0,0,0.0,1,1,1
U100042,2026-02-03,2026-02,treatment,1,1,1,0,0.0,0,0,0
U100043,2026-06-21,2026-06,control,1,0,0,0,0.0,0,0,0
U100044,2026-04-02,2026-04,treatment,1,0,0,0,0.0,1,1,1
U100045,2026-05-27,2026-05,control,1,0,0,0,0.0,0,0,0
U100046,2026-04-11,2026-04,control,1,0,0,0,0.0,0,0,0
U100047,2026-05-10,2026-05,treatment,1,0,0,0,0.0,0,0,0
U100048,2026-05-14,2026-05,treatment,1,0,0,0,0.0,1,1,1
U100049,2026-03-19,2026-03,control,1,0,0,0,0.0,0,0,0
U100050,2026-06-27,2026-06,control,1,0,0,0,0.0,0,0,0
U100051,2026-06-08,2026-06,control,1,0,0,0,0.0,0,0,0
U100052,2026-06-24,2026-06,treatment,1,0,0,0,0.0,0,0,0
U100053,2026-06-20,2026-06,treatment,1,0,0,0,0.0,0,0,0
U100054,2026-05-20,2026-05,treatment,1,0,0,0,0.0,0,0,0
U100055,2026-06-22,2026-06,treatment,1,1,0,0,0.0,0,0,0
U100056,2026-02-23,2026-02,treatment,1,0,0,0,0.0,1,1,1
U100057,2026-03-21,2026-03,control,1,0,0,0,0.0,1,1,1
U100058,2026-02-08,2026-02,control,1,1,1,0,0.0,0,0,0
U100059,2026-04-13,2026-04,treatment,1,0,0,0,0.0,1,1,1
U100060,2026-04-23,2026-04,treatment,1,1,1,0,0.0,0,0,0
U100061,2026-04-04,2026-04,treatment,1,1,1,1,49.64,1,1,1
U100062,2026-06-13,2026-06,treatment,1,1,0,0,0.0,0,0,0
U100063,2026-04-18,2026-04,treatment,1,1,1,1,26.01,0,0,0
U100064,2026-04-06,2026-04,treatment,1,0,0,0,0.0,1,1,1
U100065,2026-05-13,2026-05,control,1,1,0,0,0.0,0,0,0
U100066,2026-03-09,2026-03,control,1,0,0,0,0.0,1,1,1
U100067,2026-06-11,2026-06,treatment,1,0,0,0,0.0,0,0,0
U100068,2026-02-19,2026-02,treatment,1,1,1,1,30.39,1,1,1
U100069,2026-06-28,2026-06,control,1,0,0,0,0.0,1,1,1
U100070,2026-06-08,2026-06,control,1,1,0,0,0.0,0,0,0
U100071,2026-03-22,2026-03,control,1,0,0,0,0.0,0,0,0
U100072,2026-01-14,2026-01,control,1,0,0,0,0.0,0,0,0
U100073,2026-06-12,2026-06,treatment,1,0,0,0,0.0,0,0,0
U100074,2026-06-01,2026-06,control,1,1,1,1,36.78,0,0,0
U100075,2026-06-03,2026-06,treatment,1,0,0,0,0.0,0,0,0
U100076,2026-06-08,2026-06,control,1,0,0,0,0.0,0,0,0
U100077,2026-02-18,2026-02,treatment,1,0,0,0,0.0,1,1,1
U100078,2026-04-18,2026-04,control,1,1,1,0,0.0,0,0,0
U100079,2026-03-03,2026-03,treatment,1,0,0,0,0.0,1,1,1
U100080,2026-06-17,2026-06,treatment,1,1,0,0,0.0,1,1,1
U100081,2026-05-23,2026-05,treatment,1,0,0,0,0.0,1,1,1
U100082,2026-04-14,2026-04,control,1,0,0,0,0.0,0,0,0
U100083,2026-02-15,2026-02,control,1,0,0,0,0.0,0,0,0
U100084,2026-04-11,2026-04,control,1,1,1,0,0.0,0,0,0
U100085,2026-04-13,2026-04,control,1,0,0,0,0.0,0,0,0
U100086,2026-06-03,2026-06,treatment,1,0,0,0,0.0,0,0,0
U100087,2026-05-24,2026-05,treatment,1,1,1,1,70.17,0,0,0
U100088,2026-06-19,2026-06,treatment,1,0,0,0,0.0,0,0,0
U100089,2026-05-04,2026-05,treatment,1,1,0,0,0.0,0,0,0
U100090,2026-03-04,2026-03,control,1,0,0,0,0.0,1,1,1
U100091,2026-06-02,2026-06,control,1,0,0,0,0.0,1,1,1
U100092,2026-06-07,2026-06,control,1,0,0,0,0.0,1,1,1
U100093,2026-05-15,2026-05,treatment,1,0,0,0,0.0,0,0,0
U100094,2026-06-08,2026-06,treatment,1,1,1,1,65.61,0,0,0
U100095,2026-05-07,2026-05,control,1,1,0,0,0.0,0,0,0
U100096,2026-05-11,2026-05,control,1,0,0,0,0.0,0,0,0
U100097,2026-04-28,2026-04,treatment,1,1,1,1,51.19,0,0,0
U100098,2026-01-29,2026-01,treatment,1,0,0,0,0.0,1,1,1
U100099,2026-03-01,2026-03,treatment,1,0,0,0,0.0,0,0,0
U100100,2026-02-01,2026-02,control,1,1,1,0,0.0,0,0,0
U100101,2026-05-24,2026-05,control,1,1,1,1,65.79,1,1,1
U100102,2026-04-11,2026-04,treatment,1,0,0,0,0.0,1,1,1
U100103,2026-05-09,2026-05,treatment,1,1,1,0,0.0,0,0,0
U100104,2026-06-21,2026-06,control,1,0,0,0,0.0,0,0,0
U100105,2026-03-31,2026-03,treatment,1,1,1,0,0.0,1,1,1
U100106,2026-04-26,2026-04,treatment,1,1,0,0,0.0,0,0,0
U100107,2026-06-06,2026-06,control,1,0,0,0,0.0,0,0,0
U100108,2026-03-28,2026-03,control,1,0,0,0,0.0,1,1,1
U100109,2026-02-19,2026-02,control,1,1,0,0,0.0,0,0,0
U100110,2026-04-07,2026-04,control,1,1,1,1,64.99,0,0,0
U100111,2026-03-14,2026-03,treatment,1,0,0,0,0.0,0,0,0
U100112,2026-06-23,2026-06,control,1,0,0,0,0.0,0,0,0
U100113,2026-06-11,2026-06,treatment,1,1,1,0,0.0,0,0,0
U100114,2026-05-24,2026-05,treatment,1,0,0,0,0.0,0,0,0
U100115,2026-06-18,2026-06,control,1,0,0,0,0.0,0,0,0
U100116,2026-06-11,2026-06,control,1,0,0,0,0.0,1,1,1
U100117,2026-03-19,2026-03,treatment,1,0,0,0,0.0,1,1,1
U100118,2026-06-20,2026-06,treatment,1,1,1,0,0.0,0,0,0
U100119,2026-05-13,2026-05,treatment,1,1,0,0,0.0,1,1,1
U100120,2026-06-11,2026-06,control,1,0,0,0,0.0,0,0,0
U100121,2026-06-20,2026-06,control,1,1,1,0,0.0,1,1,1
U100122,2026-04-12,2026-04,treatment,1,1,0,0,0.0,1,1,1
U100123,2026-03-01,2026-03,treatment,1,1,0,0,0.0,0,0,0
U100124,2026-03-27,2026-03,control,1,0,0,0,0.0,0,0,0
U100125,2026-04-28,2026-04,treatment,1,1,0,0,0.0,0,0,0
U100126,2026-06-12,2026-06,control,1,0,0,0,0.0,0,0,0
U100127,2026-06-16,2026-06,treatment,1,0,0,0,0.0,0,0,0
U100128,2026-01-16,2026-01,treatment,1,0,0,0,0.0,0,0,0
U100129,2026-05-09,2026-05,control,1,1,1,0,0.0,1,1,1
U100130,2026-04-27,2026-04,treatment,1,0,0,0,0.0,0,0,0
U100131,2026-03-26,2026-03,control,1,1,0,0,0.0,1,1,1
U100132,2026-03-04,2026-03,control,1,0,0,0,0.0,1,1,1
U100133,2026-04-15,2026-04,control,1,1,0,0,0.0,1,1,1
U100134,2026-06-24,2026-06,control,1,0,0,0,0.0,0,0,0
U100135,2026-04-13,2026-04,control,1,0,0,0,0.0,0,0,0
U100136,2026-05-10,2026-05,treatment,1,0,0,0,0.0,0,0,0
U100137,2026-05-31,2026-05,treatment,1,1,0,0,0.0,1,1,1
U100138,2026-04-19,2026-04,control,1,1,1,0,0.0,0,0,0
U100139,2026-06-27,2026-06,treatment,1,1,1,1,89.28,0,0,0
U100140,2026-06-26,2026-06,treatment,1,1,1,1,74.52,0,0,0
U100141,2026-04-01,2026-04,treatment,1,1,1,1,107.35,0,0,0
U100142,2026-05-07,2026-05,treatment,1,0,0,0,0.0,1,1,1
U100143,2026-04-09,2026-04,control,1,0,0,0,0.0,0,0,0
U100144,2026-04-07,2026-04,control,1,0,0,0,0.0,0,0,0
U100145,2026-02-04,2026-02,treatment,1,0,0,0,0.0,0,0,0
U100146,2026-05-21,2026-05,control,1,1,1,0,0.0,1,1,1
U100147,2026-05-08,2026-05,control,1,0,0,0,0.0,1,1,1
U100148,2026-02-10,2026-02,control,1,0,0,0,0.0,0,0,0
U100149,2026-04-06,2026-04,control,1,0,0,0,0.0,0,0,0
U100150,2026-06-21,2026-06,control,1,0,0,0,0.0,0,0,0
U100151,2026-03-30,2026-03,control,1,0,0,0,0.0,0,0,0
U100152,2026-03-10,2026-03,control,1,0,0,0,0.0,1,1,1
U100153,2026-05-06,2026-05,treatment,1,1,1,1,43.77,0,0,0
U100154,2026-06-28,2026-06,treatment,1,1,1,1,78.69,1,1,1
U100155,2026-03-30,2026-03,control,1,0,0,0,0.0,0,0,0
U100156,2026-05-28,2026-05,control,1,0,0,0,0.0,0,0,0
U100157,2026-06-07,2026-06,control,1,0,0,0,0.0,1,1,1
U100158,2026-03-29,2026-03,control,1,1,1,1,83.43,0,0,0
U100159,2026-06-03,2026-06,control,1,0,0,0,0.0,1,1,1
U100160,2026-04-20,2026-04,control,1,1,0,0,0.0,0,0,0
U100161,2026-05-24,2026-05,treatment,1,1,0,0,0.0,1,1,1
U100162,2026-05-24,2026-05,treatment,1,1,0,0,0.0,1,1,1
U100163,2026-05-12,2026-05,control,1,0,0,0,0.0,1,1,1
U100164,2026-02-24,2026-02,control,1,0,0,0,0.0,0,0,0
U100165,2026-06-14,2026-06,treatment,1,0,0,0,0.0,1,1,1
U100166,2026-04-12,2026-04,treatment,1,1,0,0,0.0,0,0,0
U100167,2026-03-19,2026-03,treatment,1,1,1,1,32.97,1,1,1
U100168,2026-02-06,2026-02,treatment,1,1,1,1,39.72,0,0,0
U100169,2026-05-19,2026-05,control,1,1,1,0,0.0,0,0,0
U100170,2026-05-29,2026-05,control,1,0,0,0,0.0,1,1,1
U100171,2026-01-24,2026-01,treatment,1,0,0,0,0.0,1,1,1
U100172,2026-05-09,2026-05,control,1,0,0,0,0.0,0,0,0
U100173,2026-03-27,2026-03,treatment,1,0,0,0,0.0,0,0,0
U100174,2026-05-25,2026-05,treatment,1,1,1,1,45.54,0,0,0
U100175,2026-03-17,2026-03,treatment,1,1,1,0,0.0,0,0,0
U100176,2026-05-30,2026-05,control,1,0,0,0,0.0,0,0,0
U100177,2026-04-22,2026-04,treatment,1,1,1,0,0.0,0,0,0
U100178,2026-06-24,2026-06,control,1,1,0,0,0.0,1,1,1
U100179,2026-03-08,2026-03,control,1,0,0,0,0.0,0,0,0
U100180,2026-04-16,2026-04,control,1,0,0,0,0.0,0,0,0
U100181,2026-03-02,2026-03,treatment,1,1,1,0,0.0,1,1,1
U100182,2026-06-23,2026-06,treatment,1,0,0,0,0.0,0,0,0
U100183,2026-06-18,2026-06,control,1,0,0,0,0.0,1,1,1
U100184,2026-04-02,2026-04,control,1,0,0,0,0.0,0,0,0
U100185,2026-05-27,2026-05,treatment,1,1,0,0,0.0,0,0,0
U100186,2026-06-12,2026-06,treatment,1,0,0,0,0.0,0,0,0
U100187,2026-05-15,2026-05,treatment,1,1,0,0,0.0,0,0,0
U100188,2026-05-11,2026-05,treatment,1,1,0,0,0.0,0,0,0
U100189,2026-03-30,2026-03,control,1,1,0,0,0.0,1,1,1
U100190,2026-02-24,2026-02,treatment,1,0,0,0,0.0,1,1,1
U100191,2026-06-20,2026-06,control,1,1,1,1,127.14,1,1,1
U100192,2026-06-20,2026-06,treatment,1,0,0,0,0.0,0,0,0
U100193,2026-05-24,2026-05,treatment,1,0,0,0,0.0,0,0,0
U100194,2026-04-15,2026-04,control,1,1,0,0,0.0,0,0,0
U100195,2026-04-17,2026-04,control,1,0,0,0,0.0,0,0,0
U100196,2026-06-03,2026-06,treatment,1,1,1,0,0.0,1,1,1
U100197,2026-06-20,2026-06,control,1,0,0,0,0.0,0,0,0
U100198,2026-06-19,2026-06,control,1,0,0,0,0.0,0,0,0
U100199,2026-06-08,2026-06,treatment,1,1,1,0,0.0,0,0,0
U100200,2026-05-25,2026-05,control,1,1,1,1,38.73,1,1,1
U100201,2026-02-22,2026-02,treatment,1,0,0,0,0.0,0,0,0
U100202,2026-03-14,2026-03,control,1,1,0,0,0.0,0,0,0
U100203,2026-06-20,2026-06,treatment,1,1,0,0,0.0,1,1,1
U100204,2026-05-21,2026-05,control,1,0,0,0,0.0,0,0,0
U100205,2026-01-18,2026-01,control,1,1,0,0,0.0,1,1,1
U100206,2026-02-27,2026-02,treatment,1,0,0,0,0.0,0,0,0
U100207,2026-05-27,2026-05,treatment,1,0,0,0,0.0,1,1,1
U100208,2026-01-13,2026-01,control,1,0,0,0,0.0,1,1,1
U100209,2026-03-14,2026-03,control,1,0,0,0,0.0,1,1,1
U100210,2026-05-14,2026-05,treatment,1,0,0,0,0.0,0,0,0
U100211,2026-05-30,2026-05,treatment,1,1,1,1,36.04,0,0,0
U100212,2026-05-26,2026-05,treatment,1,1,1,0,0.0,0,0,0
U100213,2026-03-27,2026-03,treatment,1,0,0,0,0.0,0,0,0
U100214,2026-06-01,2026-06,treatment,1,1,1,0,0.0,0,0,0
U100215,2026-03-29,2026-03,control,1,0,0,0,0.0,0,0,0
U100216,2026-04-13,2026-04,control,1,1,0,0,0.0,0,0,0
U100217,2026-06-05,2026-06,treatment,1,0,0,0,0.0,0,0,0
U100218,2026-05-26,2026-05,control,1,1,1,1,52.44,1,1,1
U100219,2026-06-15,2026-06,control,1,1,0,0,0.0,0,0,0
U100220,2026-05-26,2026-05,control,1,1,0,0,0.0,1,1,1
U100221,2026-05-16,2026-05,control,1,1,0,0,0.0,0,0,0
U100222,2026-02-25,2026-02,control,1,0,0,0,0.0,0,0,0
U100223,2026-04-20,2026-04,control,1,1,1,0,0.0,0,0,0
U100224,2026-04-03,2026-04,treatment,1,0,0,0,0.0,0,0,0
U100225,2026-03-30,2026-03,control,1,0,0,0,0.0,0,0,0
U100226,2026-06-27,2026-06,control,1,1,0,0,0.0,0,0,0
U100227,2026-04-23,2026-04,control,1,1,0,0,0.0,0,0,0
U100228,2026-06-20,2026-06,treatment,1,0,0,0,0.0,1,1,1
U100229,2026-05-23,2026-05,control,1,0,0,0,0.0,0,0,0
U100230,2026-06-10,2026-06,treatment,1,0,0,0,0.0,0,0,0
U100231,2026-05-08,2026-05,treatment,1,0,0,0,0.0,1,1,1
U100232,2026-05-17,2026-05,control,1,0,0,0,0.0,0,0,0
U100233,2026-05-07,2026-05,control,1,0,0,0,0.0,0,0,0
U100234,2026-03-21,2026-03,control,1,0,0,0,0.0,0,0,0
U100235,2026-06-02,2026-06,treatment,1,1,0,0,0.0,0,0,0
U100236,2026-04-06,2026-04,treatment,1,1,1,1,67.8,0,0,0
U100237,2026-01-29,2026-01,treatment,1,0,0,0,0.0,0,0,0
U100238,2026-05-25,2026-05,control,1,1,1,0,0.0,0,0,0
U100239,2026-03-17,2026-03,treatment,1,1,1,0,0.0,0,0,0
U100240,2026-06-24,2026-06,control,1,0,0,0,0.0,1,1,1
U100241,2026-06-25,2026-06,control,1,0,0,0,0.0,0,0,0
U100242,2026-06-22,2026-06,treatment,1,0,0,0,0.0,1,1,1
U100243,2026-04-20,2026-04,treatment,1,0,0,0,0.0,0,0,0
U100244,2026-01-23,2026-01,control,1,0,0,0,0.0,1,1,1
U100245,2026-06-23,2026-06,control,1,0,0,0,0.0,1,1,1
U100246,2026-04-28,2026-04,control,1,0,0,0,0.0,0,0,0
U100247,2026-06-26,2026-06,control,1,1,1,0,0.0,1,1,1
U100248,2026-06-26,2026-06,control,1,0,0,0,0.0,0,0,0
U100249,2026-06-16,2026-06,treatment,1,1,1,1,61.16,0,0,0
U100250,2026-04-08,2026-04,treatment,1,0,0,0,0.0,1,1,1
U100251,2026-04-22,2026-04,treatment,1,1,0,0,0.0,0,0,0
U100252,2026-06-16,2026-06,treatment,1,0,0,0,0.0,1,1,1
U100253,2026-04-12,2026-04,treatment,1,1,0,0,0.0,0,0,0
U100254,2026-03-16,2026-03,treatment,1,1,0,0,0.0,1,1,1
U100255,2026-05-15,2026-05,treatment,1,1,0,0,0.0,1,1,1
U100256,2026-06-24,2026-06,control,1,1,1,1,62.16,0,0,0
U100257,2026-05-31,2026-05,treatment,1,0,0,0,0.0,0,0,0
U100258,2026-05-16,2026-05,treatment,1,1,1,0,0.0,0,0,0
U100259,2026-02-26,2026-02,treatment,1,0,0,0,0.0,1,1,1
U100260,2026-05-22,2026-05,treatment,1,0,0,0,0.0,0,0,0
U100261,2026-06-29,2026-06,control,1,0,0,0,0.0,0,0,0
U100262,2026-03-09,2026-03,treatment,1,0,0,0,0.0,0,0,0
U100263,2026-05-10,2026-05,control,1,1,0,0,0.0,0,0,0
U100264,2026-06-18,2026-06,treatment,1,1,0,0,0.0,0,0,0
U100265,2026-06-04,2026-06,control,1,0,0,0,0.0,1,1,1
U100266,2026-05-31,2026-05,control,1,1,1,0,0.0,0,0,0
U100267,2026-05-31,2026-05,control,1,0,0,0,0.0,0,0,0
U100268,2026-04-18,2026-04,treatment,1,0,0,0,0.0,0,0,0
U100269,2026-04-08,2026-04,control,1,0,0,0,0.0,0,0,0
U100270,2026-06-11,2026-06,treatment,1,1,0,0,0.0,0,0,0
U100271,2026-06-12,2026-06,control,1,0,0,0,0.0,0,0,0
U100272,2026-06-17,2026-06,treatment,1,0,0,0,0.0,0,0,0
U100273,2026-06-22,2026-06,treatment,1,0,0,0,0.0,1,1,1
U100274,2026-05-09,2026-05,control,1,0,0,0,0.0,0,0,0
U100275,2026-05-08,2026-05,control,1,1,0,0,0.0,1,1,1
U100276,2026-06-10,2026-06,treatment,1,0,0,0,0.0,0,0,0
U100277,2026-05-26,2026-05,treatment,1,0,0,0,0.0,1,1,1
U100278,2026-05-31,2026-05,treatment,1,0,0,0,0.0,0,0,0
U100279,2026-06-10,2026-06,control,1,0,0,0,0.0,0,0,0
U100280,2026-06-19,2026-06,control,1,0,0,0,0.0,0,0,0
U100281,2026-04-15,2026-04,treatment,1,1,1,0,0.0,0,0,0
U100282,2026-04-21,2026-04,control,1,1,1,0,0.0,1,1,1
U100283,2026-02-25,2026-02,control,1,0,0,0,0.0,1,1,1
U100284,2026-05-17,2026-05,control,1,0,0,0,0.0,0,0,0
U100285,2026-02-04,2026-02,treatment,1,0,0,0,0.0,0,0,0
U100286,2026-05-03,2026-05,treatment,1,0,0,0,0.0,1,1,1
U100287,2026-05-13,2026-05,control,1,0,0,0,0.0,0,0,0
U100288,2026-04-07,2026-04,control,1,0,0,0,0.0,0,0,0
U100289,2026-05-19,2026-05,control,1,0,0,0,0.0,1,1,1
U100290,2026-02-01,2026-02,control,1,1,1,0,0.0,0,0,0
U100291,2026-02-04,2026-02,control,1,0,0,0,0.0,0,0,0
U100292,2026-06-13,2026-06,treatment,1,1,1,1,73.28,0,0,0
U100293,2026-04-19,2026-04,control,1,0,0,0,0.0,0,0,0
U100294,2026-03-06,2026-03,control,1,0,0,0,0.0,0,0,0
U100295,2026-05-11,2026-05,treatment,1,1,0,0,0.0,1,1,1
U100296,2026-06-07,2026-06,control,1,0,0,0,0.0,0,0,0
U100297,2026-03-25,2026-03,treatment,1,0,0,0,0.0,1,1,1
U100298,2026-05-23,2026-05,control,1,1,0,0,0.0,1,1,1
U100299,2026-02-22,2026-02,control,1,1,1,1,57.48,0,0,0
U100300,2026-02-10,2026-02,treatment,1,1,1,1,30.38,1,1,1
U100301,2026-05-12,2026-05,treatment,1,1,0,0,0.0,0,0,0
U100302,2026-05-13,2026-05,control,1,1,1,0,0.0,0,0,0
U100303,2026-05-24,2026-05,treatment,1,0,0,0,0.0,0,0,0
U100304,2026-06-03,2026-06,treatment,1,0,0,0,0.0,0,0,0
U100305,2026-06-27,2026-06,control,1,0,0,0,0.0,0,0,0
U100306,2026-05-10,2026-05,treatment,1,0,0,0,0.0,1,1,1
U100307,2026-04-13,2026-04,treatment,1,0,0,0,0.0,0,0,0
U100308,2026-06-10,2026-06,control,1,1,1,0,0.0,1,1,1
U100309,2026-04-04,2026-04,treatment,1,0,0,0,0.0,0,0,0
U100310,2026-04-30,2026-04,treatment,1,1,1,0,0.0,0,0,0
U100311,2026-02-20,2026-02,treatment,1,0,0,0,0.0,1,1,1
U100312,2026-01-29,2026-01,control,1,0,0,0,0.0,1,1,1
U100313,2026-06-26,2026-06,control,1,0,0,0,0.0,1,1,1
U100314,2026-06-14,2026-06,treatment,1,0,0,0,0.0,1,1,1
U100315,2026-05-31,2026-05,control,1,0,0,0,0.0,0,0,0
U100316,2026-04-26,2026-04,control,1,1,1,1,90.95,0,0,0
U100317,2026-03-16,2026-03,control,1,0,0,0,0.0,0,0,0
U100318,2026-03-13,2026-03,control,1,0,0,0,0.0,0,0,0
U100319,2026-04-01,2026-04,treatment,1,1,1,0,0.0,0,0,0
U100320,2026-05-14,2026-05,control,1,0,0,0,0.0,1,1,1
U100321,2026-06-02,2026-06,treatment,1,0,0,0,0.0,1,1,1
U100322,2026-05-27,2026-05,control,1,0,0,0,0.0,0,0,0
U100323,2026-04-06,2026-04,treatment,1,0,0,0,0.0,0,0,0
U100324,2026-06-25,2026-06,control,1,1,0,0,0.0,0,0,0
U100325,2026-06-04,2026-06,treatment,1,1,1,1,81.88,1,1,1
U100326,2026-05-15,2026-05,treatment,1,1,1,0,0.0,0,0,0
U100327,2026-05-21,2026-05,control,1,0,0,0,0.0,0,0,0
U100328,2026-04-27,2026-04,treatment,1,1,0,0,0.0,0,0,0
U100329,2026-03-31,2026-03,control,1,0,0,0,0.0,0,0,0
U100330,2026-04-18,2026-04,treatment,1,0,0,0,0.0,0,0,0
U100331,2026-06-06,2026-06,treatment,1,0,0,0,0.0,1,1,1
U100332,2026-01-22,2026-01,treatment,1,1,1,1,35.31,0,0,0
U100333,2026-03-03,2026-03,treatment,1,1,0,0,0.0,1,1,1
U100334,2026-02-08,2026-02,control,1,1,1,1,93.44,0,0,0
U100335,2026-02-06,2026-02,control,1,1,1,0,0.0,1,1,1
U100336,2026-06-16,2026-06,control,1,0,0,0,0.0,1,1,1
U100337,2026-05-31,2026-05,treatment,1,0,0,0,0.0,0,0,0
U100338,2026-05-04,2026-05,treatment,1,1,1,1,14.31,0,0,0
U100339,2026-02-26,2026-02,control,1,1,0,0,0.0,0,0,0
U100340,2026-05-07,2026-05,treatment,1,1,1,0,0.0,0,0,0
U100341,2026-05-04,2026-05,control,1,0,0,0,0.0,0,0,0
U100342,2026-03-16,2026-03,control,1,1,1,0,0.0,1,1,1
U100343,2026-04-29,2026-04,treatment,1,0,0,0,0.0,0,0,0
U100344,2026-04-24,2026-04,control,1,1,1,1,43.87,1,1,1
U100345,2026-05-22,2026-05,treatment,1,0,0,0,0.0,0,0,0
U100346,2026-05-24,2026-05,control,1,1,0,0,0.0,0,0,0
U100347,2026-02-08,2026-02,treatment,1,0,0,0,0.0,1,1,1
U100348,2026-04-21,2026-04,control,1,1,1,1,102.95,0,0,0
U100349,2026-05-23,2026-05,control,1,0,0,0,0.0,0,0,0
U100350,2026-05-08,2026-05,treatment,1,0,0,0,0.0,0,0,0
U100351,2026-06-16,2026-06,treatment,1,0,0,0,0.0,0,0,0
U100352,2026-05-27,2026-05,control,1,1,0,0,0.0,0,0,0
U100353,2026-03-14,2026-03,control,1,0,0,0,0.0,0,0,0
U100354,2026-02-17,2026-02,treatment,1,0,0,0,0.0,0,0,0
U100355,2026-05-25,2026-05,control,1,1,1,0,0.0,0,0,0
U100356,2026-01-30,2026-01,treatment,1,1,1,1,58.43,1,1,1
U100357,2026-05-18,2026-05,treatment,1,0,0,0,0.0,0,0,0
U100358,2026-06-24,2026-06,control,1,0,0,0,0.0,0,0,0
U100359,2026-05-17,2026-05,control,1,0,0,0,0.0,0,0,0
U100360,2026-04-23,2026-04,treatment,1,1,0,0,0.0,1,1,1
U100361,2026-05-25,2026-05,control,1,1,1,0,0.0,0,0,0
U100362,2026-05-02,2026-05,treatment,1,1,0,0,0.0,0,0,0
U100363,2026-05-13,2026-05,control,1,0,0,0,0.0,0,0,0
U100364,2026-06-24,2026-06,treatment,1,1,1,0,0.0,0,0,0
U100365,2026-04-22,2026-04,control,1,0,0,0,0.0,0,0,0
U100366,2026-06-26,2026-06,treatment,1,0,0,0,0.0,1,1,1
U100367,2026-06-21,2026-06,control,1,1,0,0,0.0,0,0,0
U100368,2026-03-21,2026-03,control,1,0,0,0,0.0,1,1,1
U100369,2026-02-17,2026-02,treatment,1,0,0,0,0.0,1,1,1
U100370,2026-02-27,2026-02,control,1,1,1,0,0.0,1,1,1
U100371,2026-01-25,2026-01,control,1,0,0,0,0.0,1,1,1
U100372,2026-02-25,2026-02,control,1,0,0,0,0.0,0,0,0
U100373,2026-05-29,2026-05,control,1,1,0,0,0.0,0,0,0
